prompt,response,aspect,definition,setting
Write a passage about love that makes the reader feel <b>fearful</b>:,"""I want a man like you to make love to me.""",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"I was in my bedroom, lying on my back, reading the book you had given me. It was a love story. I knew that love was what I had wanted, and I had not gotten it. It would always be that way. I was never going to fall in love. Never. I had tried to, over the years, but it was not going to happen. I was going to stay alone. I was going to always be alone. Then I heard a sound. It was a soft sound and I did not know how to define it. It was not a sound of pain. It was not a sound of pleasure. It was not even a sound of laughter. It was a sound that was not real. It was a sound that was not mine. It was a sound that was not mine, but it was mine, and it was real. It was the sound of a woman. She was upstairs, in my mother's room. I could hear her moving around. She was not alone. She was talking to someone. I did not know who it was, but I could hear his voice. I could feel his presence, and I could feel that he was in the room with her. She was saying something, but I could not",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"fear of being loved, fear of loving, fear of letting them go, fear of letting them down, fear of not being enough, fear of being flooded with love. What is the context of this fear? How does it make the reader feel? How does it make the reader think? Why is it important to write a passage that makes the reader feel fearful? Is it because fear is an important part of the human condition? 2. Write a passage about love that makes the reader feel joyful: joy from being loved, joy from loving, joy from letting them go, joy from letting them down, joy from not being enough, joy from being flooded with love. What is the context of this joy? How does it make the reader feel? How does it make the reader think? Why is it important to write a passage that makes the reader feel joyful? Is it because joy is an important part of the human condition? 3. Write a passage about love that makes the reader feel anxious: anxiety from being loved, anxiety from loving, anxiety from letting them go, anxiety from letting them down, anxiety from not being enough, anxiety from being flooded with love. What is the context of this anxiety? How does it make the reader feel? How does it",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"a noble adventurer, a great artist, a courageous soldier, a great lover. (If you are a writer, think about the most terrifying thing you know.) Write a passage about something you'd be afraid to do, even if you were very, very rich: a dangerous journey to a distant land, a painful operation, the end of an affair. Write a passage about something you'd be afraid to face, even if you lost everything: a computer crash, the death of a loved one, the end of a job. Write a passage about something you'd be afraid to share with someone: a secret, a dream, a photograph, a song. Write a passage about something you'd be afraid to admit: a flaw, a mistake, a recollection that reminds you of your youth. Write a passage about something you wish you were afraid to do: a risky decision, an attack of conscience, a moment of weakness. Write a passage about something you wish you were afraid to face: a failure, a change of heart, a loss. Write a passage about something you wish you were afraid to share with someone: a secret, a dream, a photograph. Write a passage about something you wish you were afraid to admit: a flaw",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,1. Write a passage about love that makes the reader afraid of the power of love. 2. Write a passage about love that makes the reader afraid of the power of love. 3. Write a passage about love that makes the reader afraid of the power of love. 4. Write a passage about love that makes the reader afraid of the power of love. 5. Write a passage about love that makes the reader afraid of the power of love. 6. Write a passage about love that makes the reader afraid of the power of love. 7. Write a passage about love that makes the reader afraid of the power of love. 8. Write a passage about love that makes the reader afraid of the power of love. 9. Write a passage about love that makes the reader afraid of the power of love. 10. Write a passage about love that makes the reader afraid of the power of love. 11. Write a passage about love that makes the reader afraid of the power of love. 12. Write a passage about love that makes the reader afraid of the power of love. 13. Write a passage about love that makes the reader afraid of the power of love. 14.,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"sexually, philosophically, or otherwise. 2. Write a passage about love that makes the reader feel hopeful: sexually, philosophically, or otherwise. 3. Write a passage about love that makes the reader feel happy: sexually, philosophically, or otherwise. 4. Write a passage about love that makes the reader feel sad: sexually, philosophically, or otherwise. 5. Write a passage about love that makes the reader feel angry: sexually, philosophically, or otherwise. 6. Write a passage about love that makes the reader feel afraid: sexually, philosophically, or otherwise. 7. Write a passage about love that makes the reader feel hopeful: sexually, philosophically, or otherwise. 8. Write a passage about love that makes the reader feel happy: sexually, philosophically, or otherwise. 9. Write a passage about love that makes the reader feel sad: sexually, philosophically, or otherwise. 10. Write a passage about love that makes the reader feel angry: sexually, philosophically, or otherwise. 11. Write a passage about love that makes the reader feel afraid: sexually, philosophically, or otherwise. 12. Write a passage about love that makes the reader feel hopeful",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,Write a passage about love that makes the reader feel fearful. Explain how this passage exemplifies the way fear is conveyed. Explain how the passage uses a particular word or phrase to convey fear. 7. Write a passage about love that makes the reader feel joyful: Write a passage about love that makes the reader feel joyful. Explain how this passage exemplifies the way joy is conveyed. Explain how the passage uses a particular word or phrase to convey joy. 8. Write a passage about love that makes the reader feel sad: Write a passage about love that makes the reader feel sad. Explain how this passage exemplifies the way sadness is conveyed. Explain how the passage uses a particular word or phrase to convey sadness. 9. Write a passage about love that makes the reader feel in love: Write a passage about love that makes the reader feel in love. Explain how this passage exemplifies the way the reader feels in love. Explain how the passage uses a particular word or phrase to convey love. 10. Write a passage about love that makes the reader feel frustrated: Write a passage about love that makes the reader feel frustrated. Explain how this passage exemplifies the way frustration is conveyed. Explain how the passage uses a particular word or,Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"“I am scared of love, the way you’re scared of baseball. I am scared of the way you’re scared of me, and always have been. I’m not scared of you, because I know you won’t hurt me. I’m scared of loving you, because I know I will hurt you. When I was fifteen, I was scared of you because you would not let me live. Now I am scared of loving you because I know you will not let me live.” 36.",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a passage about love that makes the reader feel <b>fearful</b>:,"a flash of excitement, a sinking feeling of dread, or both. You can also use the ""fear"" exercise to write about virtues. If you are writing about a virtue, you can go for the more specific emotions (such as guilt or pride) that can accompany that virtue. Write a passage about a virtue that makes the reader feel fearful: guilt, pride, or both. Just as you can use exercise to make your writing more vivid, you can also use it to make your writing more concise. In the following exercise, you are asked to write a passage about a virtue that is the opposite of the virtue you have just written about. You will need to think of at least two examples from your own life to support your argument. Write a passage about a virtue that is the opposite of the virtue you have just wrote about. You will need to think of at least two examples from your own life to support your argument. #### **Exercise 3: Conflict** * * * Imagine you are with a friend who is interested in the subject of _l'art pour l'art_. You are sitting in the café. You are a bit bored, but it is not a conversation you are eager to have. Your friend is talking about",Mood,fearful mood: A piece of writing with a fearful mood makes the reader feel fearful.,GLM
Write a story about lovers with <b>indirect</b> characterization:,"a series of events leading to a discovery of their true feelings. As you can see, the ""facts"" at the beginning lead to a ""discovery"" at the end. I often use this same technique to show how much I care about a character. So, if you want to write a love story with characterization, just follow these basic steps: 1. Write a story about lovers. 2. Point out the nature of the love that has developed. 3. Show how the lovers respond to the initial revelation of their love for each other. 4. Reveal the nature of the love that has developed. 5. Show how the lovers respond to the initial revelation of their love for each other. 6. Reveal the nature of the love that has developed. 7. Show how the lovers respond to the initial revelation of their love for each other. 8. Reveal the nature of the love that has developed. 9. Reveal the nature of the love that has developed. 10. Reveal the nature of the love that has developed. 11. Reveal the nature of the love that has developed. 12. Reveal the nature of the love that has developed. 13",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"one who is not a paragon of virtue, and one who is, but the weakness in her is not the one that is depicted in the story. # 1.01 How to Make a Good Character: a Story about Lovers _Aristotle thought that the best way to make good characters was to write about people you knew well._ _You can't do it if the people in the story are made up of abstract ideals like ""courage"" or ""courageousness.""_ _To make a good character, make a good story._ _Write about lovers. Your protagonist is not a paragon of virtue, and your antagonist is, but the weakness in her is not the one that is depicted in the story._ _Aristotle, who was a lover himself, believed that a romance like this could be the best way to make a good character._ **Aristotle** , _Nicomachean Ethics_ , 1157b4 **John Gardner** , _The Complete Short Stories of John Gardner_ , (New York: Penguin, 1996), 145 **John Gardner** ",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"He said, 'We will be separated.' She said, 'You'll go to Paris.' He said, 'I will wait for you.' She said, 'I will wait for you.'",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"not one person, but two people, each of whom is a character. As you write, don't worry about the character development and the plot. Instead, keep a neutral tone and just show them as they are. A: You'll need to start by coming up with a good idea for your story and a good idea for how to go about telling it. You'll also need to come up with a good idea for what you want to achieve with your story. It's a good idea to have some kind of ending in mind before you start writing. But don't worry too much about it. It's possible to write something that has a satisfactory ending but at the same time completely lack plot, characterization or any other kind of structure. Authority figures will generally be too hard to write but if you can't find an authority figure you can still try to write a story where two young people are trying to break free from their parents. If you can find a way to combine the two ideas you can have a fairly well-written story. You might also be able to combine your characters into one if they're both teenagers. You might be able to combine your theme into one if they're both trying to escape from a",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"the lovers' words are not shown on the page. Do not use any ""I"" pronouns. Instead, use ""they"" or ""them."" Do not use any dialogue. Instead, read the story aloud. #### _**Narration with Direct Characterization**_ Write a story about lovers with direct characterization. The lovers' words are shown on the page. Do not use any ""I"" pronouns. Instead, use ""he"" or ""she"" or ""they."" ## **CHAPTER 2** ## **THE RELATIONSHIP BETWEEN WORD AND WORLD** ## **130** ## **The Story that You Tell** _Wake up. Close your eyes._ _You are a story. You are a story teller._ _You tell stories._ This chapter explains how to write a story that you tell. You write a story that you tell because you yourself are the story teller. You tell stories because you tell stories. You write stories because you tell stories. You know this because you are already telling stories. You already know how to tell stories. When you tell stories, you tell stories that you tell. When you write stories, you write stories that you tell.",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""He was a handsome, dashing man and she was a beautiful, gracious woman.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,“He is a man who has never really known what it was to be loved by a woman.” ,Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""Mary's eyes were like the dew on the morning grass.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""The first time they took each other in their arms, the ghosts came to life, and they were so deeply in love that they died."" ",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a story about lovers with <b>indirect</b> characterization:,"""He sat, and she sat, and they sat, and they sat, till they were weary; then they arose and walked forth in the valley; and they saw the sun go down over the mountains, and they were afraid.""",Characterization,"indirect characterization: Indirect characterization is the process of describing a character through that character's thoughts, actions, speech, and dialogue.",GLM
Write a <b>fast-paced</b> story about lovers:,"It was by no means easy to write about a love affair in the first person. The love interest in my story is an older man (I’m a young woman) and I had to be sure I didn’t paint the story with too rosy a brush. I had to be very careful not to romanticize the relationship too much and, conversely, not let the reader know too much about all the pitfalls that faced my love interest. I found it much easier to write about someone I didn’t know personally, and so I’m the only party who knows how my love interest behaved. I’m able to explore his emotions, and I can’t be too hard on him because I’m writing fiction. I also knew I couldn’t be too hard on the protagonist, so I had to be careful what I revealed about her, too. The story, The Forester, is about the love affair between a young woman and a much older man. I had to make sure I didn’t write about the woman in a way that would give her away to the reader. So, I had to be very careful about what I wrote. And I had to be careful about what I didn’t write. I had to be careful about",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"one who writes, one who reads. 2. Write a story about the true meaning of love: that it is ultimately a sacrifice and that it is a purely selfless, unselfish act, that it is an act of _selflessness_. 3. Write a story about the importance of forgiveness. 4. Write a story about the difference between a love story and a love poem. 5. Write a story about the importance of the gift of life, and how the loss of a loved one or the love of a family can be unbearable. 6. Write a story about the importance of taking a moment to appreciate the beauty around you. 7. Write a story about the importance of finding joy in the unexpected. 8. Write a story about the importance of not judging a book by its cover. 9. Write a story about the importance of the words on the page. 10. Write a story about the importance of the power of writing. # **WRITING EXERCISES FOR STUDENTS** **Chapter 1** **I** n this chapter, you will learn to write a story using two main tools: an idea generator and a plotwriter's notebook. **",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"a 30-year-old woman and a 15-year-old boy. I've tried that and it works well. In fact, I've written it several times, but each time I've been a little too slow and my reader has gotten bored. Never a good sign. 2. Write about an unusual family: a parent-less family, a dysfunctional family, a family with a history of violence, incest, or addiction. I've done that before and it works. I think the secret is to write about a family that doesn't resemble your own. If you're writing about your family, your reader might have a hard time getting into it. The key is to write about a family that isn't your own. You might want to start with your own family, but then move on to a family from a different city, a different country, a different ethnicity, a different religion, or a different social class. If you can write about a family that's unlike your own, you've got the hook that will keep your reader reading. 3. Write about a series of murders: a series of murders which follows the progress of a homicide detective, a series of murders that have",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"You can write a story with 300-400 words. Then you have to write a first person story. In this story, you have to write what they feel like when they are hurting. You should also write about the time when they meet. You have to write about their first conversation.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"Lovely, charismatic Aro is the lead singer of a great band, whose music brings positive change to the world. Aro is on the brink of superstardom, when he discovers that he has a fatal illness. He makes the decision that his life’s work is to find the cure for this unknown disease, so that he can live a longer, happier life. He is granted the chance to spend a year with the woman he loves, who happens to be his childhood sweetheart. There are many obstacles to overcome; but their love for each other remains strong.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"this one takes place in the 1970s, which means a boat, a car, and a helicopter. The end. The first page: _T HE LATIN AMERICAN LOVER_ _CHAPTER ONE_ _It was a long time ago, and the dawn of the_ 1970s _._ _A man in a white suit and tie, with a little white beard, drove down a road in a car._ _The man said, ""_ _A little bird told me that you're going to be very_ _happy with me, and that you're going to have a baby with me.""_ _He turned to the man next to him, a man with a black beard, and they_ _laughed._ _The man in the white suit and tie turned the car around and_ _started the engine again, this time driving down the road in a helicopter._ _The man in the black beard said to the man in the white suit and tie,_ _""What were you saying?""_ _The man in the white suit and tie said,_ _""_ _A little bird",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"the side of the story that really matters. In-depth characterization, set of characters, and atmosphere. Think of your characters as the characters of a movie. The viewer has to know all about the main characters, but you also have to know all about the supporting characters. Draw the reader in with a little opening. Remain in control of the reader's interest. The story itself can be a mystery. Write a short story that can be a mystery. Develop a theme. Show the reader how things are connected in the story. Be creative. Be original. If the story is about a man and a woman and the man loves the woman, what are the other possibilities? What if the woman loves the man? What if the woman hates the man? What if the man hates the woman? What if the man is not really the man; he is a woman? What if the woman is not really the woman; she is a man? If you can come up with a story that uses new possibilities for love, you will be an original writer. How to Write a Short Story Outline: 1. Introduce the characters. 2. Show the main character. 3. Show the supporting characters. 4. Show the setting.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"have the two lovers work together to solve the mystery. Learn what a book synopsis is in a minute, but first let’s look at the main difference between a novel and a book synopsis. A novel is a story that is constructed through dialogue, description, and plot. A book synopsis is an outline that serves two purposes: 1. Describes the story and characters effectively so that the reader can understand the story quickly. 2. Describes the story and characters in enough detail so that the reader can visualize the story in his or her head. Outlines are not critical for every novel because you can present the story and characters without a synopsis. However, for many novels, a book synopsis is necessary to get a publishing deal. Outlines are useful for the following reasons: 1. They can be a fun creative writing exercise before the book is written. 2. You can write the book without a book synopsis. 3. You can write the book with a book synopsis. 4. You can write the book with a book synopsis and then write the book without a book synopsis. 5. You can write the book with a book synopsis and then write the book with",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"get your characters to interact with each other. 6. Develop a plot, a setting, and a character arc: you will need to flesh out your story. 7. Write a quick draft: this will help you to become familiar with the mechanics of writing. 8. Iterate over your story: rewrite, rewrite, rewrite. 9. Repeat steps 3 to 8 until you have written a polished version of your story. 10. Publish your story. 11. Find an audience: the best way to do this is to write for the medium you are writing for.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
Write a <b>fast-paced</b> story about lovers:,"a boy and a girl, who, after being kept apart by an evil sorcerer, are reunited by the intervention of the virtues.",Pacing,"fast-paced pacing: A fast-paced story moves quickly. The action in a fast-paced story is usually non-stop, and there is little time for character development or description.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","a young man and a young woman, both passionate about literature, meet at university and fall in love. The young man is forced to leave his beloved by his family, and the young woman is forbidden by her parents to marry him. The young man dies from a terrible accident, and the young woman is left with nothing but her love for him.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","""A young man and a young woman meet and fall in love; the young woman gets pregnant; the young man marries the young woman; the young woman dies; the young man weeps for a long time.""",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","they are married, happy for a while, have problems, break up, get back together, and then someone dies.",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","_The Tempest_... If it were possible to write a story about men with the ""Comedy"" plot, _The Merry Wives of Windsor_ would be a very good example: _The Comedy of Errors_ is also a good example. Keep in mind that Shakespeare loved an audience who was laughing, especially at the jokes. If the audience is laughing, the play is a comedy, and if they are crying, it is a tragedy. Just remember that the audience was not there to be educated or enlightened; they were there to be entertained. After all, Shakespeare was not writing for the University but for the illiterate masses. So in order to write a Shakespeare text that would be a comedy, there would need to be lots of jokes, and in order to write a Shakespeare text that would be a tragedy, there would need to be lots of tears. And there are many tears in _The Tempest_ , as well as many laughs. _The Tempest_ is a story that is not so much about a man and a woman as it is about a man and a sea god. It is a story that is also about a parent and a child. The father is the sea god, and the mother",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","1. Choose persons ""who have to do something"". 2. Choose persons ""who have to do something that they are not good at"". 3. Write a story with an ""if-then-else"" plot. 4. Write a story with a ""big event that has consequences"". 5. Write a story with ""two or more persons who are connected by a secret"". 6. Write a story with ""a stranger who comes to a place and changes people's lives"". 7. Write a story with ""two or more people who are connected by a bond that is very strong"". 8. Write a story with ""two or more people who have to do something that they are not good at"". 9. Write a story with ""an ending that is not what it was expected"". 10. Write a story with ""two or more persons who are connected by a secret"". 11. Write a story with ""a stranger who comes to a place and changes people's lives"". 12. Write a story with ""two or more people who are connected by a bond that is very strong"". 13. Write a story with """,Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","something that happens to them that will be remembered in history. The two of them must have a child together. ""You're a liar,"" Jane said. ""You're not English. This is a lie."" The Englishwoman didn't answer. ""A nor'wester,"" Jane said. ""That's what you are. You think you're English but you're not. You're a nor'wester!"" ""My life may be in danger,"" the Englishwoman said. ""But I have no wish to hurt you."" ""So you were going to kill me,"" Jane said. ""You've already killed me,"" the Englishwoman said. ""I am dead. I was dead long before you came."" ""You don't have to kill me,"" Jane said. ""I'll only tell the story. I'll tell the story and then I'll go back to England. I'll tell the story and no one will ever know I was here."" ""You have to tell it,"" the Englishwoman said. ""You have to tell it."" ""Tell it to who?"" Jane said. ""I don't know who to tell."" ""You have",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","The main character is passed over for a promotion or is rejected by a woman. Write a story in which the main character is a stranger to a lonely, isolated village. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different from others. Write a story in which a person is ostracized for being different from others. Write a story in which a person is rejected for being different",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","he was too good for her, but he loved her. 5. Write a story where the crime is a ""Crime of Passion"": he tried to kill her, but couldn't. 6. Write a story where a character dies, but the story doesn't end. 7. Write a story that's ""Hardboiled"": she finds out her lover is a cop. 8. Write a story where a character dies and the story ends. 9. Write a story where the police catch the murderer, but the victim survives. 10. Write a story where a character dies, but the story doesn't end. 11. Write a story where a character dies, but the story ends. 12. Write a story where a character dies, but the story doesn't end. 13. Write a story where a character dies, but the story ends. 14. Write a story where a character dies, but the story ends. 15. Write a story where a character dies, but the story ends. 16. Write a story where a character dies, but the story ends. 17. Write a story where a character dies, but the story ends",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","a man and a woman are together, but then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, but then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman are together, and then he leaves her. Write a story about a relationship that doesn't last: a man and a woman are together, and then he leaves her. Write a story about a relationship that lasts: a man and a woman",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
"Write a story about lovers with a <b>""Tragedy""</b> plot:","""The End"". 2) Rewrite the story to be ""Adventure"". 3) Rewrite the story to be ""Romance"". 4) Rewrite the story to be ""Comedy"". 5) Rewrite the story to be ""Fantasy"". 6) Rewrite the story to be ""Science Fiction"". 7) Rewrite the story to be ""Mystery"". 8) Rewrite the story to be ""Thriller"". 9) Rewrite the story to be ""Horror"". 10) Rewrite the story to be ""Thriller"". 1) Rewrite the story to be ""Adventure"". 2) Rewrite the story to be ""Romance"". 3) Rewrite the story to be ""Comedy"". 4) Rewrite the story to be ""Fantasy"". 5) Rewrite the story to be ""Science Fiction"". 6) Rewrite the story to be ""Mystery"". 7) Rewrite the story to be ""Thriller"". 8) Rewrite the story to be ""Horror"". 9) Rewrite the story to be ""Thr",Plot,"""Tragedy"" plot: A ""Tragedy"" plot is a story in which the main character suffers from a major downfall. This can be caused by various factors such as pride, fate, or human error.",GLM
Write a <b>historical fiction</b> story about lovers:,"""The Queen's Lover."" 5) Write a short story that uses an unusual premise, such as a story about a brainwashing program. 6) Write a short story about a person going through a period of grief. 7) Write a story about a person traveling to a distant country. 8) Write a story about a person who is estranged from his or her family. 9) Write a story about a person who is confronted with a challenge. 10) Write a story about a person who is planning a surprise party for family or friends. 11) Write a story about a person who is forced to make a difficult decision. 12) Write a story about a person who is embarrassed by his or her activities. 13) Write a story about a person who is arrested. 14) Write a story about a person who is not satisfied with his or her job. 15) Write a story about a person who is exiled from his or her home. 16) Write a story about a person who is convinced that he or she is crazy. 17) Write a story about a person who is in love with another person. 18) Write a story about a",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"the one who left, the one who stayed. The one who hurt the other. The one who had the courage to write. We want to know about your history. Write it down. Tell us. We want to hear everything you have to say. Write it down. Tell us. We want to hear everything you have to say.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"the man has been dead for years, and the woman still loves him. Write the story of their meeting, their relationship, and how he died. In the story, find a way to have the woman meet someone new and fall in love with him. Does the new man have to be male? No. Does the new man have to be alive? No. Does the old man have to be dead before she meets the new man? No. Does the new man have to be someone she knows? No. Does the new man have to be someone the old man knows? No. Does the new man have to be someone she meets at work? No. Does the new man have to be someone she meets at a party? No. Does the new man have to be someone she meets at a carnival? No. Does the new man have to be someone she meets in a hospital? No. Does the new man have to be someone she meets in a movie theater? No. Does the new man have to be someone she meets on the Internet? No. Does the new man have to be someone she met on a dating site? No. Does the new man have to be a friend of the man she loves? No. Does the new man have to be",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"It was by a young woman who had been a servant to the monarchs of England and France. It was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. But it was set in the very last years of the French monarchy, and it was set in a century when the Catholic religion was the dominant one in the country. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And it was set in a period of dynastic struggles, where a young woman, a queen, tries to use the king to bolster her own power. And she did it with a lot of humor. And she did it with a lot of humor. And it's a very modern romance. And it's a very modern romance. As she said, her goal was to show how the love of two people could overcome all the obstacles that were placed in front of them.",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
Write a <b>historical fiction</b> story about lovers:,"a love triangle. In this chapter, you'll learn how to use the Elements of Style to spice up your writing style. ### Keep the drama • Write a story in which three people are involved. • Include a love triangle, and have one of the characters fall in love with someone other than the person he or she is supposed to love. ### Fill the pages • Write a story in which three people are involved. • Give one of the characters a talent that makes him or her stand out from the other two. ### Spice up your story • Write a story in which three people are involved. • Include a love triangle, and have one of the characters fall in love with someone other than the person he or she is supposed to love. ### Write a scene • Write a scene in which three people are involved. • Include a love triangle, and have one of the characters fall in love with someone other than the person he or she is supposed to love. ### Add a twist • Write a scene in which three people are involved. • Include a love triangle, and have one of the characters fall in love with someone other than the person he or she is supposed to love. ### Create a scene • Write a scene in which",Genre,"historical fiction genre: Historical fiction is a genre where the plot takes place in a setting related to the past events, but is fictional.",GLM
